Case Number,Date,Year,Type,Country,Activity,Sex ,Age,Injury,Fatal (Y/N),Time,Species ,original order
2002.07.04,04-Jul-02,2002,Unprovoked,USA,Standing,F,9,"Calf, foot & hand bitten",N,17h15,"1.2 m to 1.5 m [4' to 5'] shark, possibly a bull shark",4372
2002.06.20.b,20-Jun-02,2002,Unprovoked,AUSTRALIA,Surfing,M,30,minor injury to foot,N,10h00,,4371
2002.06.20.a,20-Jun-02,2002,Unprovoked,USA,Swimming,F,11,Small lacerations on right lower leg,N,14h25,,4370
2002.06.16,16-Jun-02,2002,Invalid,INDONESIA,,,,Human remains (right forearm & leg) recovered from 3.7m [12'] tiger shark’s gut. Forensic examination suggested the remains had been consumed by the shark one to two weeks earlier,Y,,,4369
2002.06.13.R2,Reported 13-Jun-2002,2002,Unprovoked,PAPUA NEW GUINEA,,,,"Arm severely lacerated, surgically amputated",N,,,4368
2002.06.13.R1,Reported 13-Jun-2002,2002,Unprovoked,PAPUA NEW GUINEA,Attempting to retreive a dinghy,,,FATAL,Y,,,4367
2002.06.11.b,11-Jun-02,2002,Unprovoked,USA,Sitting on surfboard,,,"No injury, shark bit side of surfboard",N,13h345,"Tiger shark, 2.4 m to 2.7 m [8' to 9']  ",4366
2002.06.11.a,10-Jun-02,2002,Unprovoked,USA,Surfing,M,28,Right hand lacerated,N,13h00,0.9 m to 1.2 m [3' to 4'] shark; Tooth fragment recovered from hand,4365
2002.06.09.b,09-Jun-02,2002,Unprovoked,USA,Surfing,M,50,6-inch gash on right foot,N,10h40,  ,4364
2002.06.09.a,09-Jun-02,2002,Unprovoked,USA,Swimming,M,10,Right calf lacerated,N,13h00,,4363
2002.06.03,03-Jun-02,2002,Unprovoked,SOUTH AFRICA,Snorkeling (filming the sardine run),M,50,Upper arm bitten,N,  ,1.5 to 2.5 m [5' to 8.25'] copper shark,4362
2002.05.31.b,31-May-02,2002,Unprovoked,USA,Surfing,M,24,Lacerated leg & back,N,14h15,3.7 m to 4.3 m [12' to 14'] white shark,4361
2002.05.31.a,31-May-02,2002,Unprovoked,USA,Floating on a raft,M,16,Lacerated foot,N,16h15,1 m  shark,4360
2002.05.22.b,22-May-02,2002,Provoked,USA,"Fishing, removing the shark from his line",M,55,Leg bitten by hooked shark PROVOKED INCIDENT,N,17h15,3' blacktip shark,4359
2002.05.22.a,22-May-02,2002,Unprovoked,USA,Playing in the surf with his 2 dogs,M,35,"2-inch wound on dorsum of right foot, 1-inch wound on sole",N,06h47,,4358
2002.05.21.R,Reported 21-May-2002,2002,Unprovoked,COSTA RICA,Surfing,M,,Toothmarks in board & his swim trunks,N,,"Bull shark, 1.8 m to 2.1 m [6' to 7'] ",4357
2002.05.21,21-May-02,2002,Unprovoked,PAPUA NEW GUINEA,Collecting beche-de-mer,M,14,Wrist lacerated,N,,,4356
2002.05.13,13-May-02,2002,Unprovoked,USA,Fishing,M,31,Laceration to arm.,N,,2.1 m to 2.4 m [7' to 8'] shark,4355
2002.05.10,10-May-02,2002,Unprovoked,BRAZIL,Surfing,M,40,Leg injured,N,17h00,,4354
2002.05.07,07-May-02,2002,Provoked,AUSTRALIA,Fishing from prawn trawler,M,20,Netted shark injured his am & 6 fingers PROVOKED INCIDENT,N,,,4353
2002.04.30,30-Apr-02,2002,Unprovoked,AUSTRALIA,Scallop diving (using surface-supplied air & a POD) ,M,23,"FATAL, torso & leg bitten  ",Y,12h40,"White shark, 6m [20']",4352
2002.04.21,21-Apr-02,2002,Invalid,AUSTRALIA,Fishing (Drowned 2-Apr-2002),M,52,"Drowned, his remains were found in a 3m [10'], 368 kg [811-lb] tiger shark",Y,,,4351
2002.04.20,20-Apr-02,2002,Unprovoked,USA,"Surfing, but standing in water alongside board",M,34,Left foot bitten,N,10h30,1.2 m [4'] shark,4350
2002.04.18,18-Apr-02,2002,Unprovoked,USA,Surfing,M,28,Left foot bitten,N,11h10,,4349
2002.04.12,12-Apr-02,2002,Unprovoked,AUSTRALIA,Swimming,M,45,Foot bitten,N,18h30,,4348
2002.04.09,09-Apr-02,2002,Unprovoked,BAHAMAS,Standing,M,43,Calf bitten,N,10h45,"Bull shark, 400-lb ",4347
2002.04.02,02-Apr-02,2002,Unprovoked,USA,Wading,M,41,Two half-inch lacerations on right heel and one near small toe,N,15h00,3'  shark,4346
2002.04.01,01-Apr-02,2002,Unprovoked,USA,Swimming / Wading,M,29,Upper left arm bitten,N,11h30,0.9 m [3'] shark,4345
2002.03.25.b,25-Mar-02,2002,Unprovoked,USA,Body-boarding,M,17,Left leg severed below knee,N,12h00,Tiger shark,4344
2002.03.25.a,25-Mar-02,2002,Unprovoked,USA,Wading,F,11,Foot bitten,N,10h10,  ,4343
2002.03.24,24-Mar-02,2002,Unprovoked,BRAZIL,Swimming,M,16,"Severe kacerations, FATAL",Y,17h00,,4342
2002.03.19,19-Mar-02,2002,Unprovoked,USA,Swimming /  boogie boarding,M,20,Punctures on left foot and foot ,N,15h45,4' shark,4341
2002.03.15.b,15-Mar-02,2002,Unprovoked,USA,Snorkeling,M,39,Arm bitten,N,Morning,"Nurse shark, 1m ",4340
2002.03.15.a,15-Mar-02,2002,Unprovoked,USA,Surfing,M,31,Several  puncture wounds on lower right leg,N,10h55,"Spinner shark, 3' to 4' ",4339
2002.03.03,03-Mar-02,2002,Invalid,NEW CALEDONIA,Spearfishing,M,44,"PRESUMED FATAL, body not recovered",Y,,Shark involvement prior to death unconfired,4338
2002.02.23,23-Feb-02,2002,Unprovoked,TURKS & CAICOS,Capsized fishing boat,M,,FATAL,Y,,,4337
2002.02.16,16-Feb-02,2002,Unprovoked,AUSTRALIA,Surfing,M,30 or 36,Heel / foot bitten,N,09h00 -10h00,"1.5 m [5'] ""whaler shark""",4336
2002.02.11,11-Feb-02,2002,Unprovoked,FIJI,,M,15,"FATAL, lower thigh & knee severely lacerated ",Y,20h00,,4335
2002.02.07,07-Feb-02,2002,Unprovoked,AUSTRALIA,Kayaking,M,35,Stern of kayak bitten/chest bruised ,N,19h15,C. leucas tooth fragment recovered from kayak,4334
2002.01.30.b,30-Jan-02,2002,Unprovoked,AUSTRALIA,Surfing,M,20,Bruises & minor cuts,N,20h45 (Sunset),"Tiger shark, 3 m [10']",4333
2002.01.30.a,30-Jan-02,2002,Unprovoked,AUSTRALIA,Swimming,M,32,15 cm wound on inner thigh,N,,,4332
2002.01.04,04-Jan-02,2002,Unprovoked,SOUTH AFRICA,Fishing,M,16,Leg bitten & surgically amputated,N,02h00,Zambesi shark?,4331
2002.01.03,03-Jan-02,2002,Unprovoked,BRAZIL,Swimming,,,FATAL,Y,,,4330
2002.01.01.b,01-Jan-02,2002,Unprovoked,SOUTH AFRICA,Surf skiing,M,26,Foot & calf bitten,N,Sunset,Unidentified,4329
2002.01.01.a,01-Jan-02,2002,Unprovoked,USA,Snorkeling,M,35,Lacerations to buttocks & thigh,N,13h00,"Tiger shark, 1.8 m [6'] ",4328
2001.12.21,21-Dec-01,2001,Invalid,AUSTRALIA,Surfing,M,36,"No injury, 2 m to 2.5 m [6.75'  to 8.25'] shark made a threat display",N,Morning,,4327
2001.11.23,23-Nov-01,2001,Unprovoked,AUSTRALIA,Surfing,M,49,"No Injury, shark hit board",N,,Bronze whaler shark,4326
2001.11.14,14-Nov-01,2001,Unprovoked,USA,Surfing,,,"No injury, portion of board's lower surface removed",N,17h00,,4325
2001.11.07,07-Nov-01,2001,Invalid,AUSTRALIA,Surf-skiing,M,,"No injury, fell off ski after possibly colliding with  a shark",N,,,4324
2001.10.07,07-Oct-01,2001,Unprovoked,SOUTH AFRICA,Kite-Boarding,M,,No injury,N,,"Mako shark, 2 m [6.75'] ",4323
2001.10.02,02-Oct-01,2001,Unprovoked,AUSTRALIA,Snorkeling,F,20,Lacerations to right forearm & shoulder injured,N,13h00,Bronze whaler shark?,4322
2001.09.30.b,30-Sep-01,2001,Unprovoked,MEXICO,Body surfing,M,26,Hand injured,N,Late morning,"Tiger shark, 1.8 m [6']",4321
2001.09.30.a,30-Sep-01,2001,Boat,AUSTRALIA,,M,31,No injury from shark,N,P.M.,4 m [13'] white shark,4320
2001.09.24,24-Sep-01,2001,Provoked,USA,"Surfing, fell off surfboard & stepped on the shark.",M,21,PROVOKED INCIDENT Several small lacerations on left foot ,N,16h20,4' shark,4319
2001.09.18,18-Sep-01,2001,Unprovoked,USA,Surfing,M,14,"1"" to 2"" cuts on right ankle & foot",N,15h00,,4318
2001.09.16,16-Sep-01,2001,Invalid,USA,Wreck / Technical diving,M,42,FATAL or drowning & scavenging,Y,13h20,Questionable incident - shark bite may have precipitated drowning,4317
2001.09.15.b,15-Sep-01,2001,Unprovoked,USA,Boogie boarding,M,6½,"2 lacerations on lower back, punctures on buttock",N,15h00,2' to 3.5' shark,4316
2001.09.15.a,15-Sep-01,2001,Unprovoked,USA,Surfing,M,16,Foot bitten,N,13h45,,4315
2001.09.13,13-Sep-01,2001,Provoked,UNITED KINGDOM,Diving,M,,Head bitten by captive shark PROVOKED INCIDENT,N,,12' sandtiger shark,4314
2001.09.08,08-Sep-01,2001,Provoked,USA,Fishing,M,44,Fingers & leg lacerated  by hooked shark PROVOKED INCIDENT,N,,,4313
2001.09.07.b,07-Sep-01,2001,Unprovoked,USA,Walking in shallows,M,13,Minor injury to left leg,N,18h40,,4312
2001.09.07.a,07-Sep-01,2001,Invalid,USA,Swimming,F,,Left hand injured,N,,Shark involvement not confirmed,4311
2001.09.03.b,03-Sep-01,2001,Unprovoked,USA,Swimming ,M,28,FATAL,Y,18h00,A large white shark was filmed by divers on a local wreck 2 days prior to the incident.,4310
2001.09.03.a,03-Sep-01,2001,Unprovoked,USA,Swimming,F,23,Left buttock & foot  severed,N,18h00,A large white shark was filmed by divers on a local wreck 2 days prior to the incident.,4309
2001.09.02,02-Sep-01,2001,Unprovoked,USA,Wading,M,20,Right calf lacerated,N,Afternoon,1.5 m [5'] shark,4308
2001.09.01,01-Sep-01,2001,Unprovoked,USA,Swimming ,M,10,"FATAL, thigh bitten ",Y,18h00,bull shark,4307
2001.08.31,31-Aug-01,2001,Unprovoked,BAHAMAS,Spearfishing,M,44,Torso lacerated,N,13h30,3 m [10'] bull shark,4306
2001.08.29,29-Aug-01,2001,Unprovoked,USA,Standing,F,29,Punctures & lacerations on elbow & forearm,N,13h30,,4305
2001.08.27,27-Aug-01,2001,Unprovoked,USA,Wading,M,69,Heel lacerated,N,16h20,,4304
2001.08.26,26-Aug-01,2001,Unprovoked,USA,Boogie Boarding,M,18,Thigh & foot bitten,N,16h00,,4303
2001.08.25,25-Aug-01,2001,Unprovoked,USA,Boogie Boarding,M,18,Upper left thigh & right foot bitten,N,14h00,,4302
2001.08.22,22-Aug-01,2001,Unprovoked,USA,Surfing,M,17,Foot lacerated,N,16h20,a small shark,4301
2001.08.21,21-Aug-01,2001,Unprovoked,USA,Surfing,M,27,Thigh lacerated,N,16h00,,4300
2001.08.19.c,19-Aug-01,2001,Unprovoked,USA,Surfing,M,32,Cuts on right foot,N,13h14,,4299
2001.08.19.b,19-Aug-01,2001,Unprovoked,USA,Surfing,F,17,Lacerations to lower leg,N,13h06,,4298
2001.08.19.a,19-Aug-01,2001,Unprovoked,USA,Surfing,F,17,Left foot lacerated,N,11h20,,4297
2001.08.18.c,18-Aug-01,2001,Unprovoked,USA,Surfing,M,20,Cuts on right foot,N,12h30,Possibly  a blacktip or spinner shark,4296
2001.08.18.b,18-Aug-01,2001,Unprovoked,USA,Surfing,M,19,Back of left hand gashed,N,12h05,"3' shark, possibly  a blacktip or spinner shark",4295
2001.08.18.a,18-Aug-01,2001,Unprovoked,USA,Surfing,M,19,Left ankle bitten,N,10h00,"Blacktip shark, 5' to 6' ",4294
2001.08.16,16-Aug-01,2001,Unprovoked,BAHAMAS,Spearfishing,M,43,Calf bitten,N,16h00,1.9 m [6.5'] bull shark,4293
2001.08.12,12-Aug-01,2001,Unprovoked,THAILAND,Fell off banana boat,M,21 & ?,Legs bitten,N,,3 m [10'] shark,4292
2001.08.05,05-Aug-01,2001,Unprovoked,USA,,F,,Toe bitten,N,,,4291
2001.08.04,04-Aug-01,2001,Unprovoked,BAHAMAS,Swimming,M,36,"Leg bitten, later surgically amputated above the knee",N,10h20,,4290
2001.08.03,03-Aug-01,2001,Boat,ITALY,Fishing,,,No Injury to occupants,N,,,4289
2001.07.26,26-Jul-01,2001,Unprovoked,USA,,F,,Survived,N,,,4288
2001.07.25,25-Jul-01,2001,Unprovoked,USA,,M,,Minor injury,N,16h00,,4287
2001.07.24,24-Jul-01,2001,Unprovoked,USA,,F,,2 bites behind knee,N,,Nurse shark,4286
2001.07.21,21-Jul-01,2001,Boat,USA,Fishing,,,No Injury to occupants; shark bumped the boat ,N,,"Mako shark, 14' ",4285
2001.07.15.b,15-Jul-01,2001,Unprovoked,USA,Surfing,M,48,Left foot & heel lacerated,N,14h30,,4284
2001.07.15.a,15-Jul-01,2001,Unprovoked,USA,Boogie boarding,M,18,Foot lacerated,N,14h30,0.9 m  [3'] shark,4283
2001.07.06.b,06-Jul-01,2001,Unprovoked,MEXICO,Surfing,M,42,Foot bitten,N,Evening,,4282
2001.07.06.a,06-Jul-01,2001,Unprovoked,USA,Swimming,M,8,"Arm severed, surgically reattached",N,Dusk,"Bull shark, 2.3 m [7.5'] ",4281
2001.07.03,03-Jul-01,2001,Unprovoked,USA,,,,Hand bitten,N,,,4280
2001.07.00,Jul-01,2001,Unprovoked,USA,Floating face-down in knee-deep water,M,35,2-inch cut on dorsum of left foot,N,18h30,,4279
2001.06.12,12-Jun-01,2001,Unprovoked,USA,Swimming,M,14,Leg lacerated,N,,1.5 m [5'] shark,4278
2001.06.10,10-Jun-01,2001,Provoked,USA,Spearfishing,M,52,"No injury. Shark made threat display, then diver shot the shark PROVOKED INCIDENT",N,09h00,"White shark, 2.4 m to 3 m [8' to 10'] ",4277
2001.06.09,09-Jun-01,2001,Invalid,AUSTRALIA,Hiking on the beach,M,75,Remains recovered from gut of a  3.7 m [12'] tiger shark,Y,,,4276
2001.06.03,03-Jun-01,2001,Unprovoked,USA,Wading,F,29,3 puncture wounds on each side of her left  hand,N,Shortly before 13h00,2' shark,4275
2001.05.29,29-May-01,2001,Unprovoked,USA,,M,16,Survived,N,,,4274
2001.05.23 ,23-May-01,2001,Unprovoked,USA,Swimming,M,11,Shin lacerated,N,,1.2 m to 1.5 m [4.5' to 5'] shark,4273
2001.05.20,20-May-01,2001,Unprovoked,USA,Swimming,M,,5.5-inch laceration on calf,N,19h00,,4272
2001.05.18,18-May-01,2001,Provoked,PHILIPPINES,Shark fishing,M,24,Arm bitten PROVOKED INCIDENT,N,,,4271
2001.05.11,11-May-01,2001,Invalid,MADAGASCAR,,M,,Fatal or drowned & remains scavenged by shark,Y,,,4270
2001.05.08,08-May-01,2001,Unprovoked,SOUTH AFRICA,Surfing,M,26,Leg bitten,N,,"White shark, 2.7 m to 3 m [9' to 10'] ",4269
2001.05.04,04-May-01,2001,Unprovoked,AUSTRALIA,Surfing,M,33 or 37,"Chest lacerated, surfboard bitten",N,17h45,,4268
2001.05.03,03-May-01,2001,Unprovoked,USA,Surfing,M,45,Foot lacerated ,N,19h00,1.2 m to 1.5 m [4' to 5'] shark,4267
2001.05.00,May-01,2001,Unprovoked,FIJI,"Spearfishing, carrying his catch",M,,FATAL,Y,,,4266
2001.04.28,28-Apr-01,2001,Unprovoked,USA,Boogie boarding,M,14,4 small lacerations on lower right leg,N,15h49,,4265
2001.04.13.b,13-Apr-01,2001,Unprovoked,USA,Surfing,M,16,Foot & ankle lacerated,N,11h00,,4264
2001.04.13.a,13-Apr-01,2001,Unprovoked,USA,Surfing,M,12,Right foot & ankle lacerated,N,10h55,Possibly a juvenile blacktip or spinner shark,4263
2001.04.12.e,12-Apr-01,2001,Unprovoked,USA,,M,mid-30s,Right ankle & lower leg lacerated,N,16h00,,4262
2001.04.12.d,12-Apr-01,2001,Unprovoked,USA,Surfing,M,38,Foot & ankle lacerated,N,16h45,,4261
2001.04.12.c,12-Apr-01,2001,Unprovoked,USA,Surfing,M,21,Small cuts on big & pinky toes of left foot,N,16h05,Possibly a juvenile blacktip or spinner shark,4260
2001.04.12.b,12-Apr-01,2001,Unprovoked,USA,Body boarding,M,12,Foot & ankle lacerated,N,12h34,Possibly a juvenile blacktip or spinner shark,4259
2001.04.12.a,12-Apr-01,2001,Unprovoked,USA,Surfing,M,22,Foot lacerated,N,11h53,Possibly a 1.5 m [5'] blacktip or spinner shark,4258
2001.04.11.d,11-Apr-01,2001,Unprovoked,USA,Surfing,M,19,Minor cuts on right heel & foot,N,8:04 PM,Possibly a juvenile blacktip or spinner shark,4257
2001.04.11.c,11-Apr-01,2001,Unprovoked,USA,Surfing,M,22,Lacerations to top & bottom of left foot,N,12h46,,4256
2001.04.11.a,11-Apr-01,2001,Unprovoked,USA,Surfing,M,,Minor punctures & lacerations on left hand ,N,07h00,"1 m shark, possibly whitetip reef shark",4255
2001.04.10,10-Apr-01,2001,Unprovoked,USA,Surfing,,16,Foot lacerated,N,,Possibly a juvenile blacktip or spinner shark,4254
2001.04.08.b,08-Apr-01,2001,Unprovoked,SOUTH AFRICA,Surfing,M,46,"Thigh, hip & buttock bitten",N,09h30,"White shark, 2.7 m [9'] ",4253
2001.04.08.a,08-Apr-01,2001,Provoked,AUSTRALIA,Snorkeling,M,,Wrist lacerated PROVOKED INCIDENT,N,,Wobbegong shark,4252
2001.04.05,05-Apr-01,2001,Unprovoked,USA,Standing alongside surfboard,M,26,Minor lacerations to dorsum of left foot,N,14h45,"""small shark""",4251
2001.04.02.b,02-Ap-2001,2001,Unprovoked,BRAZIL,Batin,F,12,Left thigh bitten,N,,,4250
2001.04.02.a,02-Apr-01,2001,Unprovoked,AUSTRALIA,Surfing,M,40,Calf bitten,N,10h00,Bronze whaler shark,4249
2001.03.23,23-Mar-01,2001,Unprovoked,USA,Body-boarding,M,,"Minor cuts on left hand, body board bitten",N,14h40,,4248
2001.03.09,09-Mar-01,2001,Unprovoked,USA,Surfing,M,,Fingers & hand lacerated,N,,"Spinner shark, 1.2 m to 1.5 m [4' to 5'] ",4247
2001.03.08,08-Mar-01,2001,Invalid,BRAZIL,Attempting to catch a crocodile,M,12,Lacerations below the knee,N,,Shark involvement not confirmed,4246
2001.03.03,03-Mar-01,2001,Unprovoked,BRAZIL,Swimming,M,20,FATAL,Y,,,4245
2001.03.00,Mar-01,2001,Sea Disaster,CARIBBEAN SEA,Sinking of the 40' Esperanza off St. Maartin with 36 refugees on board,,,"Human remains recovered in shark caught off Anguilla, probable scavenging on drowned body",Y,,"Tiger shark, 8' ",4244
2001.02.26,26-Feb-01,2001,Boat,AUSTRALIA,Fishing for whiting,,,No injury to occupants,N,,"White shark, 5 m [16.5'] ",4243
2001.02.11,11-Feb-01,2001,Invalid,MALAYSIA,Unknown,F,,Bones recovered by fishermen in 300-kg [662-lb] white shark’s gut,Y,,,4242
2001.02.04,04-Feb-01,2001,Unprovoked,AUSTRALIA,Surfing,M,40,Leg bitten,N,16h15,"Bronze whaler shark, 2.5 m [8.25']  k",4241
2001.01.24.R,Reported  24-Jan-2001,2001,Boat,AUSTRALIA,Kayaking,M,35,"No injury, shark ramme d & bit kayak",N,,5 m shark,4240
2001.01.24,24-Jan-01,2001,Unprovoked,CUBA,Swimming,F,55,Left arm bitten,N,,2 m [6.75'] shark,4239
2001.01.21 ,21-Jan-01,2001,Boat,AUSTRALIA,Fishing,,,No injury to occupants,N,,"White shark, 4.3 m [14'] ",4238
2001.01.09,09-Jan-01,2001,Unprovoked,USA,Surfing,M,,"Foot bruised, board dinged",N,,"1.8 m to 2.4 m [6' to 8'] ""black finned shark""",4237
2001.01.06,06-Jan-01,2001,Boat,NEW ZEALAND,Kayaking,M,,"No injury, kayak bitten",N,,White shark,4236
2000.12.24,24-Dec-00,2000,Unprovoked,AUSTRALIA,Scuba diving,M,23,Hand bitten,N,,,4235
2000.12.12,12-Dec-00,2000,Unprovoked,FIJI,Swimming back from anchored sailboat,M,47,"FATAL, leg severed ",Y,14h30,6 m [20'] shark,4234
2000.12.11,11-Dec-00,2000,Boat,AUSTRALIA,Fishing for whiting,,,No injury to occupants,N,,"White shark, 4.5 m [14'9""] ",4233
2000.12.05,05-Dec-00,2000,Unprovoked,CANADA,Diving for sea urchins,M,30,No injury,N,,"Porbeagle shark, 3 m [10']rk",4232
2000.12.03,03-Dec-00,2000,Unprovoked,AUSTRALIA,Spearfishing,M,38,Left elbow and forearm bitten,N,09h30,"Bronze whaler shark, 2.5 m [8.25'] ",4231
2000.12.00,Dec-00,2000,Unprovoked,NEW ZEALAND,Surfing,F,,FATAL,Y,,,4230
2000.11.21,21-Nov-00,2000,Unprovoked,AUSTRALIA,Diving (shell maintenance),M,28,"No injury, wetsuit & swimfin torn",N,,"Tiger shark, 4 m ",4229
2000.11.20,20-Nov-00,2000,Invalid,AUSTRALIA,Shipwrecked,M,47,"Missing, thought to have been taken by a shark",Y,,Shark involvement not confirmed,4228
2000.11.18,17-Nov-00,2000,Unprovoked,USA,Swimming,M,73,Right calf lacerated,N,12h00,1.2 m to 1.8 m [4' to 6'] shark,4227
2000.11.10,10-Nov-00,2000,Invalid,USA,Walking,F,27,No injury,N,,"Bull shark, 1.5 m to 1.8 m [5' to 6'] ",4226
2000.11.06.b,06-Nov-00,2000,Unprovoked,AUSTRALIA,Swimming,M,52,Leg & feet lacerated,N,06h30,"White shark, 4.9 m [16'] ",4225
2000.11.06.a,06-Nov-00,2000,Unprovoked,AUSTRALIA,Swimming,M,49,"FATAL, torso bitten, leg severed ",Y,06h30,"White shark, 5 m [16.5'] ",4224
2000.11.04,04-Nov-00,2000,Unprovoked,USA,Surfing,M,27,Both thighs bitten,N,16h30,"White shark, 2.4 m to 3 m [8' to 10'] ",4223
2000.10.29,29-Oct-00,2000,Boat,AUSTRALIA,Fishing ,,31,"No Injury to occupant, shark holed and sank boat",N,22h00,White shark,4222
2000.10.20,20-Oct-00,2000,Unprovoked,USA,Surfing,M,23,Leg lacerated,N,18h00,,4221
2000.10.18,18-Oct-00,2000,Unprovoked,USA,Swimming / snorkeling,F,56,Right side of back / torso lacerated,N,11h20,"Tiger shark, 1.8 m to 2.4 m [6' to 8'] ",4220
2000.10.14,14-Oct-00,2000,Unprovoked,USA,Swimming,M,69,Right hand lacerated,N,15h30,,4219
2000.10.09,09-Oct-00,2000,Unprovoked,USA,Surfing,M,17,Foot lacerated,N,Morning,2.1 to 2.4 m [7' to 8'] shark,4218
2000.10.06.b,06-Oct-00,2000,Unprovoked,USA,Surfing,M,23,Fingers lacerated,N,14h30,"Blacktip shark, 2' ",4217
2000.10.06.a,06-Oct-00,2000,Unprovoked,USA,Body surfing,M,11,Right foot & heel lacerated,N,12h48,,4216
2000.10.02,02-Oct-00,2000,Unprovoked,USA,Surfing,M,24,Upper left arm lacerated,N,16h30,,4215
2000.09.29,29-Sep-00,2000,Unprovoked,USA,Sitting on surfboard,M,,No injury,N,09h00,"White shark, 4.3 m [14']",4214
2000.09.25,25-Sep-00,2000,Unprovoked,AUSTRALIA,Surfing,M,17,FATAL,Y,13h00,White shark,4213
2000.09.24,24-Sep-00,2000,Unprovoked,AUSTRALIA,Surfing,M,25,FATAL,Y,07h30,"White shark, 4 m to 5 m [13' to 16.5'] ",4212
2000.09.18,19-Sep-00,2000,Provoked,AUSTRALIA,Fell onto dead shark,M,12,Foot lacerated from toe to heel when he tripped on shark during fishing competition PROVOKED INCIDENT,N,,100-kg [221-lb] dead blue shark,4211
2000.09.16.b,16-Sep-00,2000,Unprovoked,OKINAWA,Surfing,M,31, FATAL,Y,17h00,"White shark, 2.5 m ",4210
2000.09.16.a,16-Sep-00,2000,Unprovoked,USA,,,,Non-fatal,N,,,4209
2000.09.15,15-Sep-00,2000,Unprovoked,USA,Standing / surfing,M,49,Right lower leg & ankle lacerated,N,18h00,,4208
2000.09.12,12-Sep-00,2000,Unprovoked,USA,Surfing,F,26,Puncture wounds on knee,N,12h00,,4207
2000.09.11,11-Sep-00,2000,Unprovoked,USA,Swimming / Body surfing,M,25,Finger lacerated,N,13h20,60 cm to 90 cm [2' to 3'] shark,4206
2000.09.10.b,10-Sep-00,2000,Unprovoked,USA,Swimming,M,8,Minor injury to arm and hand,N,17h42,,4205
2000.09.10.a,10-Sep-00,2000,Unprovoked,SOUTH AFRICA,Free diving,M,48,Swim fin bitten,N,11h00,"White shark, 3.5 m [11.5']  male ",4204
2000.09.08.c,08-Sep-00,2000,Unprovoked,TANZANIA,Swimming,M,28,FATAL,Y,,Thought to involve a Zambesi shark,4203
2000.09.08.b,08-Sep-00,2000,Unprovoked,USA,Wading,M,40,Left foot lacerated ,N,11h45,1.5 m [5'] shark,4202
2000.09.08.a,08-Sep-00,2000,Unprovoked,REUNION,Surfing,M,27,Left arm bitten,N,18h05,"Tiger shark, 3 m [10'] ",4201
2000.09.00.b,Early Sep-2000,2000,Unprovoked,TANZANIA,Swimming,,,FATAL,Y,,Thought to involve a Zambesi shark,4200
2000.08.31,31-Aug-00,2000,Unprovoked,USA,Swimming,M,47,Punctures & lacerations on right foot,N,12h35,A 2' shark was seen in the area by witnesses,4199
2000.08.30,30-Aug-00,2000,Unprovoked,USA,Jumped into the water,M,69,FATAL,Y,16h00,"Thought to involve a 2.7 m [9'], 400-lb bull shark",4198
2000.08.27.R,Reported 27-Aug-2000,2000,Provoked,USA,Conducting research,M,,Leg bitten by netted shark PROVOKED INCIDENT,N,,Salmon shark,4197
2000.08.21,21-Aug-00,2000,Unprovoked,USA,Swimming out to porpoises ,M,,"Severe gash to left hand above wrist, almost severing hand",N,,,4196
2000.08.15,15-Aug-00,2000,Unprovoked,USA,"Windsurfing, but sitting on his board",M,53,Left calf lacerated,N,11h50,"Tiger shark, 3.7 m to 4.5 m [12' to 14'9""]  ",4195
2000.08.13,13-Aug-00,2000,Unprovoked,USA,Surfing / Wading,M,27,Minor lacerations to the dorsum of the right foot,N,16h30,juvenile shark,4194
2000.08.12,12-Aug-00,2000,Unprovoked,USA,Standing,F,44,Severely bitten on lower leg ,N,16h45,"Blacktip shark, 2.4 m to 3 m [8' to 10'] ",4193
